"TID","TARGET_TYPE","PREF_NAME","TAX_ID","ORGANISM","CHEMBL_ID","SPECIES_GROUP_FLAG"
19600,"SINGLE PROTEIN","Gamma-hydroxybutyrate receptor",10116,"Rattus norvegicus","CHEMBL3558",
11267,"SINGLE PROTEIN","Steryl-sulfatase ",9606,"Homo sapiens","CHEMBL3559",
11275,"SINGLE PROTEIN","Malate dehydrogenase cytoplasmic ",9606,"Homo sapiens","CHEMBL3560",
13064,"SINGLE PROTEIN","GABA receptor rho-1 subunit",9606,"Homo sapiens","CHEMBL3561",
10451,"SINGLE PROTEIN","Moloney murine leukaemia virus Pol protein",928306,"Moloney murine leukemia virus isolate Shinnick","CHEMBL3562",
10452,"SINGLE PROTEIN","Cruzipain",5693,"Trypanosoma cruzi","CHEMBL3563",
10454,"SINGLE PROTEIN","Taq polymerase 1",271,"Thermus aquaticus","CHEMBL3564",
10459,"SINGLE PROTEIN","Dihydrofolate reductase",485,"Neisseria gonorrhoeae","CHEMBL3565",
17055,"SINGLE PROTEIN","Aldose reductase",9986,"Oryctolagus cuniculus","CHEMBL3567",
11037,"SINGLE PROTEIN","Nitric-oxide synthase, brain",9606,"Homo sapiens","CHEMBL3568",
10467,"SINGLE PROTEIN","Squalene-hopene cyclase ",521098,"Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC27009 / DSM 446 / 104-1A) (Bacillus acidocaldarius)","CHEMBL3569",
10485,"SINGLE PROTEIN","Neurotensin receptor 1",10090,"Mus musculus","CHEMBL3570",
10502,"SINGLE PROTEIN","Cannabinoid CB1 receptor",10116,"Rattus norvegicus","CHEMBL3571",
10517,"SINGLE PROTEIN","Cholesteryl ester transfer protein",9606,"Homo sapiens","CHEMBL3572",
11295,"SINGLE PROTEIN","Histamine H1 receptor",9913,"Bos taurus","CHEMBL3573",
11302,"SINGLE PROTEIN","Alanyl-tRNA synthetase",9606,"Homo sapiens","CHEMBL3574",
11464,"SINGLE PROTEIN","GABA receptor alpha-6 subunit",10116,"Rattus norvegicus","CHEMBL293",
11353,"SINGLE PROTEIN","RNase L",9606,"Homo sapiens","CHEMBL3575",
11125,"SINGLE PROTEIN","Voltage-gated potassium channel subunit Kv7.4",9606,"Homo sapiens","CHEMBL3576",
11130,"SINGLE PROTEIN","Aldehyde dehydrogenase 1A1",9606,"Homo sapiens","CHEMBL3577",
11131,"SINGLE PROTEIN","Aldehyde dehydrogenase dimeric NADP-preferring",9606,"Homo sapiens","CHEMBL3578",
12995,"SINGLE PROTEIN","Corticotropin releasing factor receptor 2",10116,"Rattus norvegicus","CHEMBL3581",
10878,"SINGLE PROTEIN","Protein kinase C epsilon",9606,"Homo sapiens","CHEMBL3582",
10080,"SINGLE PROTEIN","1-acylglycerol-3-phosphate O-acyltransferase alpha",9606,"Homo sapiens","CHEMBL3583",
12759,"SINGLE PROTEIN","S-adenosylmethionine decarboxylase 1",10090,"Mus musculus","CHEMBL3584",
18057,"SINGLE PROTEIN","DNA topoisomerase II alpha",10090,"Mus musculus","CHEMBL3586",
11409,"SINGLE PROTEIN","Dual specificity mitogen-activated protein kinase kinase 1",9606,"Homo sapiens","CHEMBL3587",
10185,"SINGLE PROTEIN","Adenosine kinase",9606,"Homo sapiens","CHEMBL3589",
11214,"SINGLE PROTEIN","Hormone sensitive lipase",9606,"Homo sapiens","CHEMBL3590",
11218,"SINGLE PROTEIN","GABA receptor delta subunit",9606,"Homo sapiens","CHEMBL3591",
11230,"SINGLE PROTEIN","Squalene monooxygenase",9606,"Homo sapiens","CHEMBL3592",
12952,"SINGLE PROTEIN","Carbonic anhydrase IX",9606,"Homo sapiens","CHEMBL3594",
10429,"SINGLE PROTEIN","Glutamate receptor ionotropic, AMPA 3",9606,"Homo sapiens","CHEMBL3595",
11169,"SINGLE PROTEIN","Gastrin releasing peptide receptor",10090,"Mus musculus","CHEMBL3596",
10625,"SINGLE PROTEIN","Serotonin 5a (5-HT5a) receptor",10090,"Mus musculus","CHEMBL3597",
12807,"SINGLE PROTEIN","Type-1A angiotensin II receptor",10116,"Rattus norvegicus","CHEMBL329",
12050,"SINGLE PROTEIN","Sigma opioid receptor",10116,"Rattus norvegicus","CHEMBL3602",
19640,"SINGLE PROTEIN","Integrin alpha M",10090,"Mus musculus","CHEMBL3603",
12635,"SINGLE PROTEIN","Protein kinase C gamma",10116,"Rattus norvegicus","CHEMBL3604",
11762,"SINGLE PROTEIN","Glutamate receptor ionotropic kainate 2",10116,"Rattus norvegicus","CHEMBL3607",
10522,"SINGLE PROTEIN","G1/S-specific cyclin D1",9606,"Homo sapiens","CHEMBL3610",
17094,"SINGLE PROTEIN","Type III iodothyronine deiodinase",9606,"Homo sapiens","CHEMBL3611",
17112,"SINGLE PROTEIN","Calpain 2",9913,"Bos taurus","CHEMBL3612",
10526,"SINGLE PROTEIN","Delta opioid receptor",10116,"Rattus norvegicus","CHEMBL269",
10527,"SINGLE PROTEIN","Kappa opioid receptor",10116,"Rattus norvegicus","CHEMBL3614",
11617,"SINGLE PROTEIN","Protein kinase C eta",9606,"Homo sapiens","CHEMBL3616",
11775,"SINGLE PROTEIN","G1/S-specific cyclin E1 ",9606,"Homo sapiens","CHEMBL3617",
11387,"SINGLE PROTEIN","Coagulation factor V",9606,"Homo sapiens","CHEMBL3618",
12866,"SINGLE PROTEIN","UDP-glucuronosyltransferase 1A4",9606,"Homo sapiens","CHEMBL3619",
10530,"SINGLE PROTEIN","Nociceptin receptor",10090,"Mus musculus","CHEMBL3621",
12912,"SINGLE PROTEIN","Cytochrome P450 2C19",9606,"Homo sapiens","CHEMBL3622",
13055,"SINGLE PROTEIN","Quinone reductase 1)",9606,"Homo sapiens","CHEMBL3623",
17128,"SINGLE PROTEIN","Histone deacetylase ",5807,"Cryptosporidium parvum","CHEMBL3626",
10044,"SINGLE PROTEIN","Casein kinase II alpha",9606,"Homo sapiens","CHEMBL3629",
10790,"SINGLE PROTEIN","Inosine-5'-monophosphate dehydrogenase",83333,"Escherichia coli K-12","CHEMBL3630",
12672,"SINGLE PROTEIN","Hexokinase type III",10116,"Rattus norvegicus","CHEMBL3632",
10877,"SINGLE PROTEIN","Protein kinase C delta",10116,"Rattus norvegicus","CHEMBL3633",
17131,"SINGLE PROTEIN","Neutral alpha-glucosidase C ",10090,"Mus musculus","CHEMBL3635",
10985,"SINGLE PROTEIN","Neuromedin B receptor",9606,"Homo sapiens","CHEMBL3636",
12853,"SINGLE PROTEIN","Alpha-1a adrenergic receptor",9986,"Oryctolagus cuniculus","CHEMBL3637",
100108,"SINGLE PROTEIN","RAS guanyl releasing protein 3",9606,"Homo sapiens","CHEMBL3638",
18035,"SINGLE PROTEIN","3-oxoacyl-[acyl-carrier-protein] synthase III",1773,"Mycobacterium tuberculosis","CHEMBL3640",
18064,"SINGLE PROTEIN","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase",176279,"Staphylococcus epidermidis (strain ATCC 35984 / RP62A)","CHEMBL3641",
18003,"SINGLE PROTEIN","Suv3 helicase",9606,"Homo sapiens","CHEMBL3642",
18011,"SINGLE PROTEIN","Dihydrofolate reductase",196620,"Staphylococcus aureus subsp. aureus MW2","CHEMBL3644",
18014,"SINGLE PROTEIN","Secreted effector protein",632,"Yersinia pestis","CHEMBL3646",
12745,"SINGLE PROTEIN","Aspartate aminotransferase mitochondrial",10090,"Mus musculus","CHEMBL3647",
12161,"SINGLE PROTEIN","Xanthine dehydrogenase",9913,"Bos taurus","CHEMBL3649",
10266,"SINGLE PROTEIN","Fibroblast growth factor receptor 1",9606,"Homo sapiens","CHEMBL3650",
17124,"SINGLE PROTEIN","Group VII phospholipase A2 ",9823,"Sus scrofa","CHEMBL3651",
17125,"SINGLE PROTEIN","Beta-lactamase TEM",550,"Enterobacter cloacae","CHEMBL3652",
17126,"SINGLE PROTEIN","Cytidine deaminase",10116,"Rattus norvegicus","CHEMBL3653",
17033,"SINGLE PROTEIN","Tyrosine-protein kinase SRC",9031,"Gallus gallus","CHEMBL3655",
17034,"SINGLE PROTEIN","Coagulation factor X",9913,"Bos taurus","CHEMBL3656",
17036,"SINGLE PROTEIN","Isoleucyl-tRNA synthetase",83333,"Escherichia coli K-12","CHEMBL3657",
17039,"SINGLE PROTEIN","Tubulin alpha chain ",9823,"Sus scrofa","CHEMBL3658",
12661,"SINGLE PROTEIN","Vitronectin receptor alpha",9606,"Homo sapiens","CHEMBL3660",
12179,"SINGLE PROTEIN","Growth factor receptor-bound protein 2",9606,"Homo sapiens","CHEMBL3663",
20031,"SINGLE PROTEIN","Serotonin 3a (5-HT3a) receptor",10141,"Cavia porcellus","CHEMBL3666",
11940,"SINGLE PROTEIN","PI4-kinase alpha subunit",9606,"Homo sapiens","CHEMBL3667",
20081,"SINGLE PROTEIN","Galectin-3",10090,"Mus musculus","CHEMBL3668",
20084,"SINGLE PROTEIN","Glycogen synthase kinase-3 beta",10116,"Rattus norvegicus","CHEMBL3669",
11423,"SINGLE PROTEIN","3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type II",9606,"Homo sapiens","CHEMBL3670",
20107,"SINGLE PROTEIN","Phenylalanyl-tRNA synthetase alpha chain",71421,"Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","CHEMBL3671",
20117,"SINGLE PROTEIN","Beta-ketoacyl-ACP synthase III",198466,"Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)","CHEMBL3672",
20119,"SINGLE PROTEIN","Beta-ketoacyl-ACP synthase III",158878,"Staphylococcus aureus subsp. aureus Mu50","CHEMBL3673",
20132,"SINGLE PROTEIN","Fatty acid binding protein epidermal",9606,"Homo sapiens","CHEMBL3674",
19661,"SINGLE PROTEIN","P-hydroxybenzoate hydroxylase ",294,"Pseudomonas fluorescens","CHEMBL3675",
12406,"SINGLE PROTEIN","C-C chemokine receptor type 5",10090,"Mus musculus","CHEMBL3676",
17135,"SINGLE PROTEIN","Kappa opioid receptor",9823,"Sus scrofa","CHEMBL3677",
17137,"SINGLE PROTEIN","Plasmin",9913,"Bos taurus","CHEMBL3679",
17139,"SINGLE PROTEIN","Inducible nitric oxide synthase ",9913,"Bos taurus","CHEMBL3680",
12921,"SINGLE PROTEIN","Monoamine oxidase A",10090,"Mus musculus","CHEMBL3681",
12924,"SINGLE PROTEIN","Integrin alpha-1",9606,"Homo sapiens","CHEMBL3682",
12378,"SINGLE PROTEIN","Glutamate receptor ionotropic kainate 2",9606,"Homo sapiens","CHEMBL3683",
11223,"SINGLE PROTEIN","Glutamate receptor ionotropic kainate 3",9606,"Homo sapiens","CHEMBL3684",
11950,"SINGLE PROTEIN","Phospholipase A2 group IIA",10116,"Rattus norvegicus","CHEMBL3686",
11134,"SINGLE PROTEIN","Arachidonate 12-lipoxygenase",9606,"Homo sapiens","CHEMBL3687",
11806,"SINGLE PROTEIN","Adenosine A1 receptor",10090,"Mus musculus","CHEMBL3688",
11809,"SINGLE PROTEIN","Carbonic anhydrase II",10090,"Mus musculus","CHEMBL3689",
12436,"SINGLE PROTEIN","GAR transformylase",10090,"Mus musculus","CHEMBL3690",
100594,"SINGLE PROTEIN","Autotaxin",9606,"Homo sapiens","CHEMBL3691",
100595,"SINGLE PROTEIN","Receptor-type tyrosine-protein phosphatase eta ",9606,"Homo sapiens","CHEMBL3692",
100596,"SINGLE PROTEIN","Farnesyl pyrophosphate synthase",5661,"Leishmania donovani","CHEMBL3693",
100619,"SINGLE PROTEIN","Dynein heavy chain",10116,"Rattus norvegicus","CHEMBL3694",
100181,"SINGLE PROTEIN","Serine/threonine-protein phosphatase",10710,"Enterobacteria phage lambda","CHEMBL3695",
100197,"SINGLE PROTEIN","Alpha-galactosidase",83333,"Escherichia coli K-12","CHEMBL3696",
100233,"SINGLE PROTEIN","Nucleoside transporter 2",5702,"Trypanosoma brucei brucei","CHEMBL3697",
100241,"SINGLE PROTEIN","Prion protein",10090,"Mus musculus","CHEMBL3698",
100341,"SINGLE PROTEIN","GABA transporter 4",10090,"Mus musculus","CHEMBL3699",
100198,"SINGLE PROTEIN","Luciferase",7052,"Luciola lateralis","CHEMBL3701",
100037,"SINGLE PROTEIN","Mycothiol S-conjugate amidase",1773,"Mycobacterium tuberculosis","CHEMBL3703",
100122,"SINGLE PROTEIN","Cytochrome P450 2A2",10116,"Rattus norvegicus","CHEMBL3705",
11473,"SINGLE PROTEIN","ADAM17",9606,"Homo sapiens","CHEMBL3706",
10283,"SINGLE PROTEIN","Beta-2 adrenergic receptor",10090,"Mus musculus","CHEMBL3707",
10303,"SINGLE PROTEIN","Presenilin 2",9606,"Homo sapiens","CHEMBL3708",
10304,"SINGLE PROTEIN","Dopamine D1 receptor",10116,"Rattus norvegicus","CHEMBL265",
10308,"SINGLE PROTEIN","Growth hormone-releasing hormone receptor",10116,"Rattus norvegicus","CHEMBL3709",
10329,"SINGLE PROTEIN","Prostanoid EP3 receptor",9606,"Homo sapiens","CHEMBL3710",
12155,"SINGLE PROTEIN","Cystinyl aminopeptidase",10116,"Rattus norvegicus","CHEMBL3712",
12158,"SINGLE PROTEIN","Tyrosine 3-hydroxylase",9913,"Bos taurus","CHEMBL3713",
11446,"SINGLE PROTEIN","Betaine transporter",9606,"Homo sapiens","CHEMBL3715",
11448,"SINGLE PROTEIN","Integrin alpha-6",9606,"Homo sapiens","CHEMBL3716",
11451,"SINGLE PROTEIN","Hepatocyte growth factor receptor",9606,"Homo sapiens","CHEMBL3717",
13025,"SINGLE PROTEIN","Uridine phosphorylase 1",10090,"Mus musculus","CHEMBL3718",
10058,"SINGLE PROTEIN","Melanocortin receptor 4",10090,"Mus musculus","CHEMBL3719",
12028,"SINGLE PROTEIN","ATP-citrate synthase",9606,"Homo sapiens","CHEMBL3720",
12865,"SINGLE PROTEIN","Glutamate (NMDA) receptor subunit zeta 1",10116,"Rattus norvegicus","CHEMBL330",
10163,"SINGLE PROTEIN","Cytochrome P450 2C8",9606,"Homo sapiens","CHEMBL3721",
12438,"SINGLE PROTEIN","Glutathione S-transferase Mu 1",10090,"Mus musculus","CHEMBL3722",
10814,"SINGLE PROTEIN","Lysophosphatidic acid receptor Edg-4",9606,"Homo sapiens","CHEMBL3724",
10791,"SINGLE PROTEIN","Thymidine phosphorylase",83333,"Escherichia coli K-12","CHEMBL3726",
10799,"SINGLE PROTEIN","Phospholipase C-delta-1",9606,"Homo sapiens","CHEMBL3727",
12879,"SINGLE PROTEIN","Serum albumin",9913,"Bos taurus","CHEMBL3728",
12896,"SINGLE PROTEIN","Carbonic anhydrase IV",9606,"Homo sapiens","CHEMBL3729",
13054,"SINGLE PROTEIN","Dihydropteridine reductase",9606,"Homo sapiens","CHEMBL3730",
12677,"SINGLE PROTEIN","Amphiregulin",9606,"Homo sapiens","CHEMBL3731",
11780,"SINGLE PROTEIN","Muscarinic acetylcholine receptor M1",10090,"Mus musculus","CHEMBL3733",
11827,"SINGLE PROTEIN","Vascular cell adhesion protein 1",9606,"Homo sapiens","CHEMBL3735",
11848,"SINGLE PROTEIN","Angiotensin-converting enzyme 2",9606,"Homo sapiens","CHEMBL3736",
11863,"SINGLE PROTEIN","Serotonin 1a (5-HT1a) receptor",10090,"Mus musculus","CHEMBL3737",
11866,"SINGLE PROTEIN","Leukotriene A4 hydrolase",10090,"Mus musculus","CHEMBL3738",
11892,"SINGLE PROTEIN","Ribonucleoside-diphosphate reductase M1 chain",10090,"Mus musculus","CHEMBL3739",
11832,"SINGLE PROTEIN","Poly [ADP-ribose] polymerase-1",10090,"Mus musculus","CHEMBL3740",
11250,"SINGLE PROTEIN","Phosphodiesterase 6A",9913,"Bos taurus","CHEMBL3741",
12838,"SINGLE PROTEIN","Small conductance calcium-activated potassium channel protein 1",10116,"Rattus norvegicus","CHEMBL3743",
12900,"SINGLE PROTEIN","Glutamate receptor ionotropic kainate 3",10116,"Rattus norvegicus","CHEMBL3744",
20121,"SINGLE PROTEIN","Glucoamylase",5061,"Aspergillus niger","CHEMBL3745",
20127,"SINGLE PROTEIN","11-beta-hydroxysteroid dehydrogenase 2",9606,"Homo sapiens","CHEMBL3746",
20129,"SINGLE PROTEIN","Calpain 1",10116,"Rattus norvegicus","CHEMBL3747",
20134,"SINGLE PROTEIN","Cytochrome P450 24A1",10116,"Rattus norvegicus","CHEMBL3748",
20156,"SINGLE PROTEIN","Beta-glucuronidase",199310,"Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)","CHEMBL3749",
100067,"SINGLE PROTEIN","Bacterial leucyl aminopeptidase ",671,"Vibrio proteolyticus","CHEMBL3750",
11254,"SINGLE PROTEIN","Estrogen-related receptor beta",9606,"Homo sapiens","CHEMBL3751",
100001,"SINGLE PROTEIN","Glutamate receptor ionotropic, AMPA 1",10116,"Rattus norvegicus","CHEMBL3753",
17052,"SINGLE PROTEIN","Beta-2 adrenergic receptor",10116,"Rattus norvegicus","CHEMBL3754",
20148,"SINGLE PROTEIN","Coagulation factor X",10116,"Rattus norvegicus","CHEMBL3755",
20150,"SINGLE PROTEIN","Phenylalanyl-tRNA synthetase mitochondrial",10116,"Rattus norvegicus","CHEMBL3757",
11455,"SINGLE PROTEIN","Glutamate decarboxylase 67 kDa isoform ",10116,"Rattus norvegicus","CHEMBL3758",
11290,"SINGLE PROTEIN","Histamine H4 receptor",9606,"Homo sapiens","CHEMBL3759",
11795,"SINGLE PROTEIN","Adenylate cyclase type II",9606,"Homo sapiens","CHEMBL3760",
11815,"SINGLE PROTEIN","Beta-glucosidase",9606,"Homo sapiens","CHEMBL3761",
10514,"SINGLE PROTEIN","Voltage-gated L-type calcium channel alpha-1C subunit",10116,"Rattus norvegicus","CHEMBL3762",
11359,"SINGLE PROTEIN","Phosphodiesterase 4D",9606,"Homo sapiens","CHEMBL288",
10927,"SINGLE PROTEIN","Urotensin II receptor",9606,"Homo sapiens","CHEMBL3764",
10930,"SINGLE PROTEIN","Vasopressin V2 receptor",10116,"Rattus norvegicus","CHEMBL3766",
10441,"SINGLE PROTEIN","Neprilysin",9986,"Oryctolagus cuniculus","CHEMBL3768",
10443,"SINGLE PROTEIN","Trypsin I",9913,"Bos taurus","CHEMBL3769",
10450,"SINGLE PROTEIN","Human herpes virus 5 capsid protein P40",10360,"Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)","CHEMBL3771",
11279,"SINGLE PROTEIN","Metabotropic glutamate receptor 1",9606,"Homo sapiens","CHEMBL3772",
12732,"SINGLE PROTEIN","Adenylate kinase 1",10116,"Rattus norvegicus","CHEMBL3773",
226,"SINGLE PROTEIN","Beta-3 adrenergic receptor",9606,"Homo sapiens","CHEMBL246",
13049,"SINGLE PROTEIN","Phosphodiesterase 1A",9913,"Bos taurus","CHEMBL3774",
10332,"SINGLE PROTEIN","Dual specificity phosphatase Cdc25A",9606,"Homo sapiens","CHEMBL3775",
10244,"SINGLE PROTEIN","Caspase-8",9606,"Homo sapiens","CHEMBL3776",
12956,"SINGLE PROTEIN","Metabotropic glutamate receptor 7",9606,"Homo sapiens","CHEMBL3777",
19639,"SINGLE PROTEIN","Interleukin-1 receptor-associated kinase 4",9606,"Homo sapiens","CHEMBL3778",
17065,"SINGLE PROTEIN","GABA receptor alpha-2 subunit",10116,"Rattus norvegicus","CHEMBL341",
10991,"SINGLE PROTEIN","Small conductance calcium-activated potassium channel protein 3",10116,"Rattus norvegicus","CHEMBL3780",
11765,"SINGLE PROTEIN","Serotonin 3b (5-HT3b) receptor",10090,"Mus musculus","CHEMBL3781",
10222,"SINGLE PROTEIN","Xaa-Pro aminopeptidase 1",9606,"Homo sapiens","CHEMBL3782",
100797,"SINGLE PROTEIN","Fatty acid synthase",10116,"Rattus norvegicus","CHEMBL3783",
100874,"SINGLE PROTEIN","Histone acetyltransferase p300",9606,"Homo sapiens","CHEMBL3784",
100579,"SINGLE PROTEIN","Hydroxycarboxylic acid receptor 2",9606,"Homo sapiens","CHEMBL3785",
17084,"SINGLE PROTEIN","Kappa opioid receptor",10141,"Cavia porcellus","CHEMBL3952",
17002,"SINGLE PROTEIN","Androgen Receptor",9913,"Bos taurus","CHEMBL3953",
17099,"SINGLE PROTEIN","Cell division protein zipA ",83333,"Escherichia coli K-12","CHEMBL3954",
11789,"SINGLE PROTEIN","Fibronectin receptor alpha",9606,"Homo sapiens","CHEMBL3955",
12276,"SINGLE PROTEIN","Mitogen-activated protein kinase kinase kinase 1",9606,"Homo sapiens","CHEMBL3956",
11418,"SINGLE PROTEIN","Phospho-N-acetylmuramoyl-pentapeptide-transferase",83333,"Escherichia coli K-12","CHEMBL3957",
10170,"SINGLE PROTEIN","Quinone reductase 2",9606,"Homo sapiens","CHEMBL3959",
12412,"SINGLE PROTEIN","Fibroblast growth factor receptor 1",10090,"Mus musculus","CHEMBL3960",
10120,"SINGLE PROTEIN","MAP kinase p38 beta",9606,"Homo sapiens","CHEMBL3961",
11533,"SINGLE PROTEIN","Kynurenine--oxoglutarate transaminase I ",9606,"Homo sapiens","CHEMBL3962",
10456,"SINGLE PROTEIN","Dihydrofolate reductase",5823,"Plasmodium berghei str. ANKA","CHEMBL3963",
11943,"SINGLE PROTEIN","Phospholipase C-gamma-1",9606,"Homo sapiens","CHEMBL3964",
12387,"SINGLE PROTEIN","Leucine aminopeptidase",9606,"Homo sapiens","CHEMBL3965",
20044,"SINGLE PROTEIN","Phospholipase A2 isozyme DE-I",8643,"Naja melanoleuca","CHEMBL3967",
20045,"SINGLE PROTEIN","Phospholipase A2 isozyme CM-I",8644,"Naja mossambica","CHEMBL3968",
11016,"SINGLE PROTEIN","Carbonic anhydrase VB",9606,"Homo sapiens","CHEMBL3969",
19645,"SINGLE PROTEIN","IgA protease",485,"Neisseria gonorrhoeae","CHEMBL3970",
17016,"SINGLE PROTEIN","Glycerol-3-phosphate dehydrogenase",10116,"Rattus norvegicus","CHEMBL3971",
12291,"SINGLE PROTEIN","GAR transformylase",9606,"Homo sapiens","CHEMBL3972",
11925,"SINGLE PROTEIN","Fibroblast growth factor receptor 4",9606,"Homo sapiens","CHEMBL3973",
10653,"SINGLE PROTEIN","Proteinase-activated receptor 1",9606,"Homo sapiens","CHEMBL3974",
11415,"SINGLE PROTEIN","Fructose-1,6-bisphosphatase",9606,"Homo sapiens","CHEMBL3975",
12268,"SINGLE PROTEIN","Dipeptidyl peptidase II",9606,"Homo sapiens","CHEMBL3976",
11360,"SINGLE PROTEIN","Phosphodiesterase 6C",9606,"Homo sapiens","CHEMBL3977",
12227,"SINGLE PROTEIN","Peroxisome proliferator-activated receptor delta",9606,"Homo sapiens","CHEMBL3979",
30005,"SINGLE PROTEIN","Serine/threonine-protein kinase 17B",9606,"Homo sapiens","CHEMBL3980",
30006,"SINGLE PROTEIN","Serine/threonine-protein kinase 10",9606,"Homo sapiens","CHEMBL3981",
30007,"SINGLE PROTEIN","Tyrosine-protein kinase FER",9606,"Homo sapiens","CHEMBL3982",
30011,"SINGLE PROTEIN","Dual specificity protein kinase TTK",9606,"Homo sapiens","CHEMBL3983",
30033,"SINGLE PROTEIN","Tyrosine- and threonine-specific cdc2-inhibitory kinase",9606,"Homo sapiens","CHEMBL3984",
100668,"SINGLE PROTEIN","Voltage-dependent calcium channel alpha2delta subunit",9823,"Sus scrofa","CHEMBL3985",
100669,"SINGLE PROTEIN","GABA receptor subunit",7370,"Musca domestica","CHEMBL3986",
30019,"SINGLE PROTEIN","Ephrin type-A receptor 5",9606,"Homo sapiens","CHEMBL3987",
30021,"SINGLE PROTEIN","Ephrin type-A receptor 4",9606,"Homo sapiens","CHEMBL3988",
11203,"SINGLE PROTEIN","Acyl coenzyme A:cholesterol acyltransferase 1",10116,"Rattus norvegicus","CHEMBL285",
12000,"SINGLE PROTEIN","Coagulation factor VII",9606,"Homo sapiens","CHEMBL3991",
12450,"SINGLE PROTEIN","Cystic fibrosis transmembrane conductance regulator",10116,"Rattus norvegicus","CHEMBL3992",
10586,"SINGLE PROTEIN","Platelet activating factor receptor",10090,"Mus musculus","CHEMBL3993",
12087,"SINGLE PROTEIN","Penicillin-binding protein 2",282458,"Staphylococcus aureus subsp. aureus MRSA252","CHEMBL3995",
10549,"SINGLE PROTEIN","Oxytocin receptor",10116,"Rattus norvegicus","CHEMBL3996",
11406,"SINGLE PROTEIN","Insulin-like growth factor binding protein 3",9606,"Homo sapiens","CHEMBL3997",
11426,"SINGLE PROTEIN","Dopamine D2 receptor",9913,"Bos taurus","CHEMBL3998",
17048,"SINGLE PROTEIN","Cell division protein ftsZ ",83333,"Escherichia coli K-12","CHEMBL3999",
11205,"SINGLE PROTEIN","Histone deacetylase 1",10090,"Mus musculus","CHEMBL4001",
11326,"SINGLE PROTEIN","Histidyl-tRNA synthetase",9606,"Homo sapiens","CHEMBL4002",
11357,"SINGLE PROTEIN","Histidase",9606,"Homo sapiens","CHEMBL4003",
11361,"SINGLE PROTEIN","Phosphorylase kinase gamma subunit 1",9606,"Homo sapiens","CHEMBL4004",
11362,"SINGLE PROTEIN","PI3-kinase p110-alpha subunit",9606,"Homo sapiens","CHEMBL4005",
20049,"SINGLE PROTEIN","Hemoglobin beta chain ",9823,"Sus scrofa","CHEMBL4006",
20051,"SINGLE PROTEIN","Hemoglobin beta chain ",10090,"Mus musculus","CHEMBL4007",
14068,"SINGLE PROTEIN","Human herpesvirus 3 deoxypyrimidine kinase",10335,"Human herpesvirus 3","CHEMBL4008",
14069,"SINGLE PROTEIN","Human herpesvirus 6 DNA polymerase",10370,"Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human Blymphotropic virus)","CHEMBL4009",
14070,"SINGLE PROTEIN","Human herpesvirus 6 protease",10370,"Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human Blymphotropic virus)","CHEMBL4010",
14042,"SINGLE PROTEIN","Human immunodeficiency virus type 1 Tat protein",11706,"Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1)","CHEMBL4011",
14065,"SINGLE PROTEIN","Dihydrofolate reductase",272623,"Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcuslactis)","CHEMBL4012",
14071,"SINGLE PROTEIN","Human herpesvirus 4 protease/capsid scaffold protein",10377,"Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)","CHEMBL4013",
11209,"SINGLE PROTEIN","Tyrosine-protein kinase ABL2",9606,"Homo sapiens","CHEMBL4014",
11575,"SINGLE PROTEIN","C-C chemokine receptor type 2",9606,"Homo sapiens","CHEMBL4015",
11221,"SINGLE PROTEIN","Glutamate receptor ionotropic, AMPA 2",9606,"Homo sapiens","CHEMBL4016",
12545,"SINGLE PROTEIN","Sodium channel protein type X alpha subunit",10116,"Rattus norvegicus","CHEMBL4017",
10477,"SINGLE PROTEIN","Neuropeptide Y receptor type 2",9606,"Homo sapiens","CHEMBL4018",
19663,"SINGLE PROTEIN","Ryanodine receptor 2",9615,"Canis lupus familiaris","CHEMBL4020",
17067,"SINGLE PROTEIN","Thymidine kinase",10116,"Rattus norvegicus","CHEMBL4022",
17075,"SINGLE PROTEIN","Melanocortin receptor 3",10116,"Rattus norvegicus","CHEMBL4023",
11472,"SINGLE PROTEIN","Signal transducer and activator of transcription 3",9606,"Homo sapiens","CHEMBL4026",
10685,"SINGLE PROTEIN","Neurokinin 1 receptor",10116,"Rattus norvegicus","CHEMBL4027",
11094,"SINGLE PROTEIN","Thromboxane-A synthase",10116,"Rattus norvegicus","CHEMBL4028",
11574,"SINGLE PROTEIN","Interleukin-8 receptor A",9606,"Homo sapiens","CHEMBL4029",
12272,"SINGLE PROTEIN","Beta-3 adrenergic receptor",10090,"Mus musculus","CHEMBL4030",
12202,"SINGLE PROTEIN","Beta-3 adrenergic receptor",10116,"Rattus norvegicus","CHEMBL4031",
